Starting_Logical_Site_Name,logical_site_name,ob_product_name,ib_product_name,Vendor,ib_threadname,ib_datatype,ib_product_mnem,ib_vendor_mnem,ib_vendor_name,ib_thread_type,ib_name_suffix,ib_thread_ip,ib_thread_port,trxid,ob_threadname,ob_datatype,ob_product_mnem,ob_vendor_mnem,ob_vendor_name,ob_thread_type,ob_name_suffix,ob_thread_ip,ob_thread_port,route_length
hsc_opk0_360e_fin,hsc_opk0_360e_fin,HCA 5.6,360 Encompass,360 Encompass,chrg_360e_in_opk0_3,chrg,360e,3m,3M,in,opk0_3,,17257,COCXJ,chrg_mt_out_cpcsxjotr,chrg,mt,mt,Meditech,out,cpcsxjotr,orclvp01.unix.medcity.net,15770,6
hsc_opk0_360e_fin,hsc_opk0_360e_fin,HCA 5.6,360 Encompass,360 Encompass,chrg_360e_in_opk0_3,chrg,360e,3m,3M,in,opk0_3,,17257,COCXG,chrg_mt_out_cpcsxgotr,chrg,mt,mt,Meditech,out,cpcsxgotr,orclvp01.unix.medcity.net,15821,6
hsc_opk0_360e_oe_2,hsc_opk0_360e_oe_2,HCA 5.6,360 Encompass,360 Encompass,oerpt_360e_in_opk0_3,oerpt,360e,3m,3M,in,opk0_3,,17259,COCXJ,oerpt_mt_out_cpcsxjoe,oerpt,mt,mt,Meditech,out,cpcsxjoe,orclvp01.unix.medcity.net,16159,6
hsc_opk0_360e_oe_2,hsc_opk0_360e_oe_2,HCA 5.6,360 Encompass,360 Encompass,oerpt_360e_in_opk0_3,oerpt,360e,3m,3M,in,opk0_3,,17259,COCXG,oerpt_mt_out_cpcsxgoe,oerpt,mt,mt,Meditech,out,cpcsxgoe,orclvp01.unix.medcity.net,16161,6
div_efl_poc,div_efl_poc,HCA 5.6,MAS RALS-Plus,MAS RALS-Plus,labpoc_rals_in_3,labpoc,rals,alere,Alere,in,3,,17267,COCXG,labpoc_mt_out_cpcsxg,labpoc,mt,mt,Meditech,out,cpcsxg,orclvp01.unix.medcity.net,15133,6
div_efl_poc,div_efl_poc,HCA 5.6,MAS RALS-Plus,MAS RALS-Plus,labpoc_rals_in_3,labpoc,rals,alere,Alere,in,3,,17267,COCXG,labpoc_mt_out_cpcsxg,labpoc,mt,mt,Meditech,out,cpcsxg,orclvp01.unix.medcity.net,15133,6
div_efl_mids,div_efl_mids,HCA 5.6,Care Management-Facility,Care Management-Facility,adt_mids_in_3,adt,mids,mids,Midas+,in,3,,17274,COCXG,adt_mt_out_cpcsxg,adt,mt,mt,Meditech,out,cpcsxg,orclvp01.unix.medcity.net,12933,6
cpcs_xg,div_efl_dolbey,Fusion Voice,HCA 5.6,Fusion Voice,adt_mt_in_cpcsxg,adt,mt,mt,Meditech,in,cpcsxg,,15639,*default*,adt_fvce_out_3,adt,fvce,dlby,Dolbey,out,3,10.159.76.11,9724,6
cpcs_xg,cpcs_xg,Fusion Voice,HCA 5.6,Fusion Voice,adt_mt_in_5,adt,mt,mt,Meditech,in,5,,16789,*default*,adt_fvce_out_divefldolbey,adt,fvce,dlby,Dolbey,out,divefldolbey,orclvp01.unix.medcity.net,15639,6
cpcs_xg,div_efl_temh,Team Health,HCA 5.6,Team Health,adt_mt_in_cpcsxg,adt,mt,mt,Meditech,in,cpcsxg,,17210,*default*,adt_temh_out,adt,temh,tmhlth,Team Health,out,,10.129.84.64,9849,6
